season,date_game,visitor_team_name,visitor_pts,home_team_name,home_pts,visitor_margin,home_margin,visitor_win,home_win,grouped_date_id,unique_game_id,home_wl,visitor_wl,home_result,visitor_result
1997,1997-08-02,Houston Comets,63,Utah Starzz,74,-11.0,11.0,0,1,39,70,W,L,W 74-63 vs. Houston Comets,L 63-74 @ Utah Starzz
1997,1997-08-02,Phoenix Mercury,70,New York Liberty,80,-10.0,10.0,0,1,39,71,W,L,W 80-70 vs. Phoenix Mercury,L 70-80 @ New York Liberty
1997,1997-08-02,Sacramento Monarchs,51,Cleveland Rockers,72,-21.0,21.0,0,1,39,72,W,L,W 72-51 vs. Sacramento Monarchs,L 51-72 @ Cleveland Rockers
1997,1997-08-03,Charlotte Sting,77,Los Angeles Sparks,70,7.0,-7.0,1,0,40,73,L,W,L 70-77 vs. Charlotte Sting,W 77-70 @ Los Angeles Sparks
1997,1997-08-04,Charlotte Sting,70,Utah Starzz,73,-3.0,3.0,0,1,41,74,W,L,W 73-70 vs. Charlotte Sting,L 70-73 @ Utah Starzz
1997,1997-08-04,Sacramento Monarchs,60,Phoenix Mercury,83,-23.0,23.0,0,1,41,75,W,L,W 83-60 vs. Sacramento Monarchs,L 60-83 @ Phoenix Mercury
1997,1997-08-05,Houston Comets,76,Cleveland Rockers,66,10.0,-10.0,1,0,42,76,L,W,L 66-76 vs. Houston Comets,W 76-66 @ Cleveland Rockers
1997,1997-08-05,Los Angeles Sparks,67,New York Liberty,50,17.0,-17.0,1,0,42,77,L,W,L 50-67 vs. Los Angeles Sparks,W 67-50 @ New York Liberty
1997,1997-08-06,Charlotte Sting,64,Sacramento Monarchs,77,-13.0,13.0,0,1,43,78,W,L,W 77-64 vs. Charlotte Sting,L 64-77 @ Sacramento Monarchs
1997,1997-08-06,Utah Starzz,46,Phoenix Mercury,78,-32.0,32.0,0,1,43,79,W,L,W 78-46 vs. Utah Starzz,L 46-78 @ Phoenix Mercury
1997,1997-08-07,Phoenix Mercury,70,Houston Comets,74,-4.0,4.0,0,1,44,80,W,L,W 74-70 vs. Phoenix Mercury,L 70-74 @ Houston Comets
1997,1997-08-07,Los Angeles Sparks,87,Cleveland Rockers,84,3.0,-3.0,1,0,44,81,L,W,L 84-87 vs. Los Angeles Sparks,W 87-84 @ Cleveland Rockers
1997,1997-08-08,Utah Starzz,78,Sacramento Monarchs,93,-15.0,15.0,0,1,45,82,W,L,W 93-78 vs. Utah Starzz,L 78-93 @ Sacramento Monarchs
1997,1997-08-09,Phoenix Mercury,59,Charlotte Sting,79,-20.0,20.0,0,1,46,83,W,L,W 79-59 vs. Phoenix Mercury,L 59-79 @ Charlotte Sting
1997,1997-08-09,Los Angeles Sparks,71,Houston Comets,72,-1.0,1.0,0,1,46,84,W,L,W 72-71 vs. Los Angeles Sparks,L 71-72 @ Houston Comets
1997,1997-08-10,New York Liberty,69,Sacramento Monarchs,76,-7.0,7.0,0,1,47,85,W,L,W 76-69 vs. New York Liberty,L 69-76 @ Sacramento Monarchs
1997,1997-08-11,Houston Comets,72,Charlotte Sting,62,10.0,-10.0,1,0,48,86,L,W,L 62-72 vs. Houston Comets,W 72-62 @ Charlotte Sting
1997,1997-08-11,Cleveland Rockers,74,Utah Starzz,59,15.0,-15.0,1,0,48,87,L,W,L 59-74 vs. Cleveland Rockers,W 74-59 @ Utah Starzz
1997,1997-08-12,Cleveland Rockers,76,Sacramento Monarchs,81,-5.0,5.0,0,1,49,88,W,L,W 81-76 vs. Cleveland Rockers,L 76-81 @ Sacramento Monarchs
1997,1997-08-12,Utah Starzz,56,Houston Comets,76,-20.0,20.0,0,1,49,89,W,L,W 76-56 vs. Utah Starzz,L 56-76 @ Houston Comets
1997,1997-08-12,New York Liberty,67,Phoenix Mercury,77,-10.0,10.0,0,1,49,90,W,L,W 77-67 vs. New York Liberty,L 67-77 @ Phoenix Mercury
1997,1997-08-14,Sacramento Monarchs,51,Charlotte Sting,68,-17.0,17.0,0,1,50,91,W,L,W 68-51 vs. Sacramento Monarchs,L 51-68 @ Charlotte Sting
1997,1997-08-14,Cleveland Rockers,55,Phoenix Mercury,61,-6.0,6.0,0,1,50,92,W,L,W 61-55 vs. Cleveland Rockers,L 55-61 @ Phoenix Mercury
1997,1997-08-15,Sacramento Monarchs,63,New York Liberty,79,-16.0,16.0,0,1,51,93,W,L,W 79-63 vs. Sacramento Monarchs,L 63-79 @ New York Liberty
1997,1997-08-16,Houston Comets,71,Charlotte Sting,80,-9.0,9.0,0,1,52,94,W,L,W 80-71 vs. Houston Comets,L 71-80 @ Charlotte Sting
1997,1997-08-16,Los Angeles Sparks,74,Utah Starzz,64,10.0,-10.0,1,0,52,95,L,W,L 64-74 vs. Los Angeles Sparks,W 74-64 @ Utah Starzz
1997,1997-08-17,Charlotte Sting,49,Cleveland Rockers,81,-32.0,32.0,0,1,53,96,W,L,W 81-49 vs. Charlotte Sting,L 49-81 @ Cleveland Rockers
1997,1997-08-17,Utah Starzz,63,Phoenix Mercury,71,-8.0,8.0,0,1,53,97,W,L,W 71-63 vs. Utah Starzz,L 63-71 @ Phoenix Mercury
1997,1997-08-17,Houston Comets,70,New York Liberty,55,15.0,-15.0,1,0,53,98,L,W,L 55-70 vs. Houston Comets,W 70-55 @ New York Liberty
1997,1997-08-18,Phoenix Mercury,66,Los Angeles Sparks,75,-9.0,9.0,0,1,54,99,W,L,W 75-66 vs. Phoenix Mercury,L 66-75 @ Los Angeles Sparks
1997,1997-08-19,New York Liberty,75,Utah Starzz,81,-6.0,6.0,0,1,55,100,W,L,W 81-75 vs. New York Liberty,L 75-81 @ Utah Starzz
1997,1997-08-19,Charlotte Sting,69,Houston Comets,77,-8.0,8.0,0,1,55,101,W,L,W 77-69 vs. Charlotte Sting,L 69-77 @ Houston Comets
1997,1997-08-20,New York Liberty,76,Los Angeles Sparks,78,-2.0,2.0,0,1,56,102,W,L,W 78-76 vs. New York Liberty,L 76-78 @ Los Angeles Sparks
1997,1997-08-20,Phoenix Mercury,69,Sacramento Monarchs,54,15.0,-15.0,1,0,56,103,L,W,L 54-69 vs. Phoenix Mercury,W 69-54 @ Sacramento Monarchs
1997,1997-08-21,Charlotte Sting,66,Utah Starzz,56,10.0,-10.0,1,0,57,104,L,W,L 56-66 vs. Charlotte Sting,W 66-56 @ Utah Starzz
1997,1997-08-21,Cleveland Rockers,76,Houston Comets,75,1.0,-1.0,1,0,57,105,L,W,L 75-76 vs. Cleveland Rockers,W 76-75 @ Houston Comets
1997,1997-08-22,Sacramento Monarchs,77,Los Angeles Sparks,88,-11.0,11.0,0,1,58,106,W,L,W 88-77 vs. Sacramento Monarchs,L 77-88 @ Los Angeles Sparks
1997,1997-08-22,Charlotte Sting,63,Phoenix Mercury,78,-15.0,15.0,0,1,58,107,W,L,W 78-63 vs. Charlotte Sting,L 63-78 @ Phoenix Mercury
1997,1997-08-23,New York Liberty,71,Cleveland Rockers,72,-1.0,1.0,0,1,59,108,W,L,W 72-71 vs. New York Liberty,L 71-72 @ Cleveland Rockers
1997,1997-08-24,Cleveland Rockers,72,New York Liberty,79,-7.0,7.0,0,1,60,109,W,L,W 79-72 vs. Cleveland Rockers,L 72-79 @ New York Liberty
1997,1997-08-24,Utah Starzz,52,Charlotte Sting,70,-18.0,18.0,0,1,60,110,W,L,W 70-52 vs. Utah Starzz,L 52-70 @ Charlotte Sting
1997,1997-08-24,Los Angeles Sparks,68,Phoenix Mercury,73,-5.0,5.0,0,1,60,111,W,L,W 73-68 vs. Los Angeles Sparks,L 68-73 @ Phoenix Mercury
1997,1997-08-24,Sacramento Monarchs,68,Houston Comets,58,10.0,-10.0,1,0,60,112,L,W,L 58-68 vs. Sacramento Monarchs,W 68-58 @ Houston Comets
1997,1997-08-28,Charlotte Sting,54,Houston Comets,70,-16.0,16.0,0,1,61,113,W,L,W 70-54 vs. Charlotte Sting,L 54-70 @ Houston Comets
1997,1997-08-28,New York Liberty,59,Phoenix Mercury,41,18.0,-18.0,1,0,61,114,L,W,L 41-59 vs. New York Liberty,W 59-41 @ Phoenix Mercury
1997,1997-08-30,New York Liberty,51,Houston Comets,65,-14.0,14.0,0,1,62,115,W,L,W 65-51 vs. New York Liberty,L 51-65 @ Houston Comets
1998,1998-06-11,Los Angeles Sparks,89,Utah Starzz,83,6.0,-6.0,1,0,63,116,L,W,L 83-89 vs. Los Angeles Sparks,W 89-83 @ Utah Starzz
1998,1998-06-11,New York Liberty,71,Cleveland Rockers,78,-7.0,7.0,0,1,63,117,W,L,W 78-71 vs. New York Liberty,L 71-78 @ Cleveland Rockers
1998,1998-06-11,Phoenix Mercury,73,Sacramento Monarchs,70,3.0,-3.0,1,0,63,118,L,W,L 70-73 vs. Phoenix Mercury,W 73-70 @ Sacramento Monarchs
1998,1998-06-11,Washington Mystics,57,Charlotte Sting,83,-26.0,26.0,0,1,63,119,W,L,W 83-57 vs. Washington Mystics,L 57-83 @ Charlotte Sting
1998,1998-06-13,New York Liberty,62,Houston Comets,73,-11.0,11.0,0,1,64,120,W,L,W 73-62 vs. New York Liberty,L 62-73 @ Houston Comets
1998,1998-06-13,Charlotte Sting,78,Detroit Shock,69,9.0,-9.0,1,0,64,121,L,W,L 69-78 vs. Charlotte Sting,W 78-69 @ Detroit Shock
1998,1998-06-13,Washington Mystics,77,Utah Starzz,78,-1.0,1.0,0,1,64,122,W,L,W 78-77 vs. Washington Mystics,L 77-78 @ Utah Starzz
1998,1998-06-14,Los Angeles Sparks,60,Phoenix Mercury,70,-10.0,10.0,0,1,65,123,W,L,W 70-60 vs. Los Angeles Sparks,L 60-70 @ Phoenix Mercury
1998,1998-06-15,Houston Comets,79,Charlotte Sting,65,14.0,-14.0,1,0,66,124,L,W,L 65-79 vs. Houston Comets,W 79-65 @ Charlotte Sting
1998,1998-06-15,New York Liberty,60,Utah Starzz,71,-11.0,11.0,0,1,66,125,W,L,W 71-60 vs. New York Liberty,L 60-71 @ Utah Starzz
1998,1998-06-15,Washington Mystics,54,Phoenix Mercury,69,-15.0,15.0,0,1,66,126,W,L,W 69-54 vs. Washington Mystics,L 54-69 @ Phoenix Mercury
1998,1998-06-15,Cleveland Rockers,96,Detroit Shock,85,11.0,-11.0,1,0,66,127,L,W,L 85-96 vs. Cleveland Rockers,W 96-85 @ Detroit Shock
1998,1998-06-16,Los Angeles Sparks,69,Sacramento Monarchs,73,-4.0,4.0,0,1,67,128,W,L,W 73-69 vs. Los Angeles Sparks,L 69-73 @ Sacramento Monarchs
1998,1998-06-18,Detroit Shock,67,Charlotte Sting,71,-4.0,4.0,0,1,68,129,W,L,W 71-67 vs. Detroit Shock,L 67-71 @ Charlotte Sting
1998,1998-06-18,New York Liberty,64,Sacramento Monarchs,48,16.0,-16.0,1,0,68,130,L,W,L 48-64 vs. New York Liberty,W 64-48 @ Sacramento Monarchs
1998,1998-06-18,Cleveland Rockers,69,Houston Comets,87,-18.0,18.0,0,1,68,131,W,L,W 87-69 vs. Cleveland Rockers,L 69-87 @ Houston Comets
1998,1998-06-19,New York Liberty,75,Los Angeles Sparks,78,-3.0,3.0,0,1,69,132,W,L,W 78-75 vs. New York Liberty,L 75-78 @ Los Angeles Sparks
1998,1998-06-19,Utah Starzz,76,Washington Mystics,85,-9.0,9.0,0,1,69,133,W,L,W 85-76 vs. Utah Starzz,L 76-85 @ Washington Mystics
1998,1998-06-20,Detroit Shock,66,Cleveland Rockers,68,-2.0,2.0,0,1,70,134,W,L,W 68-66 vs. Detroit Shock,L 66-68 @ Cleveland Rockers
1998,1998-06-20,Houston Comets,79,Sacramento Monarchs,68,11.0,-11.0,1,0,70,135,L,W,L 68-79 vs. Houston Comets,W 79-68 @ Sacramento Monarchs
1998,1998-06-21,Charlotte Sting,72,Phoenix Mercury,71,1.0,-1.0,1,0,71,136,L,W,L 71-72 vs. Charlotte Sting,W 72-71 @ Phoenix Mercury
1998,1998-06-21,Utah Starzz,64,New York Liberty,68,-4.0,4.0,0,1,71,137,W,L,W 68-64 vs. Utah Starzz,L 64-68 @ New York Liberty
1998,1998-06-21,Detroit Shock,70,Washington Mystics,57,13.0,-13.0,1,0,71,138,L,W,L 57-70 vs. Detroit Shock,W 70-57 @ Washington Mystics
1998,1998-06-21,Houston Comets,79,Los Angeles Sparks,63,16.0,-16.0,1,0,71,139,L,W,L 63-79 vs. Houston Comets,W 79-63 @ Los Angeles Sparks
1998,1998-06-22,Utah Starzz,72,Cleveland Rockers,88,-16.0,16.0,0,1,72,140,W,L,W 88-72 vs. Utah Starzz,L 72-88 @ Cleveland Rockers
1998,1998-06-23,Cleveland Rockers,57,New York Liberty,59,-2.0,2.0,0,1,73,141,W,L,W 59-57 vs. Cleveland Rockers,L 57-59 @ New York Liberty
1998,1998-06-23,Sacramento Monarchs,57,Detroit Shock,61,-4.0,4.0,0,1,73,142,W,L,W 61-57 vs. Sacramento Monarchs,L 57-61 @ Detroit Shock
1998,1998-06-24,Charlotte Sting,77,Los Angeles Sparks,73,4.0,-4.0,1,0,74,143,L,W,L 73-77 vs. Charlotte Sting,W 77-73 @ Los Angeles Sparks
1998,1998-06-24,Houston Comets,66,Phoenix Mercury,69,-3.0,3.0,0,1,74,144,W,L,W 69-66 vs. Houston Comets,L 66-69 @ Phoenix Mercury
1998,1998-06-25,Washington Mystics,71,Detroit Shock,79,-8.0,8.0,0,1,75,145,W,L,W 79-71 vs. Washington Mystics,L 71-79 @ Detroit Shock
1998,1998-06-25,Charlotte Sting,91,Utah Starzz,83,8.0,-8.0,1,0,75,146,L,W,L 83-91 vs. Charlotte Sting,W 91-83 @ Utah Starzz
1998,1998-06-26,Sacramento Monarchs,48,New York Liberty,62,-14.0,14.0,0,1,76,147,W,L,W 62-48 vs. Sacramento Monarchs,L 48-62 @ New York Liberty
1998,1998-06-26,Utah Starzz,63,Phoenix Mercury,96,-33.0,33.0,0,1,76,148,W,L,W 96-63 vs. Utah Starzz,L 63-96 @ Phoenix Mercury
1998,1998-06-27,Detroit Shock,84,Cleveland Rockers,73,11.0,-11.0,1,0,77,149,L,W,L 73-84 vs. Detroit Shock,W 84-73 @ Cleveland Rockers
1998,1998-06-27,Sacramento Monarchs,50,Charlotte Sting,58,-8.0,8.0,0,1,77,150,W,L,W 58-50 vs. Sacramento Monarchs,L 50-58 @ Charlotte Sting
1998,1998-06-27,Los Angeles Sparks,64,Houston Comets,75,-11.0,11.0,0,1,77,151,W,L,W 75-64 vs. Los Angeles Sparks,L 64-75 @ Houston Comets
1998,1998-06-28,Phoenix Mercury,86,Washington Mystics,69,17.0,-17.0,1,0,78,152,L,W,L 69-86 vs. Phoenix Mercury,W 86-69 @ Washington Mystics
1998,1998-06-29,Charlotte Sting,49,Detroit Shock,60,-11.0,11.0,0,1,79,153,W,L,W 60-49 vs. Charlotte Sting,L 49-60 @ Detroit Shock
1998,1998-06-29,Phoenix Mercury,68,New York Liberty,71,-3.0,3.0,0,1,79,154,W,L,W 71-68 vs. Phoenix Mercury,L 68-71 @ New York Liberty
1998,1998-06-29,Washington Mystics,48,Houston Comets,73,-25.0,25.0,0,1,79,155,W,L,W 73-48 vs. Washington Mystics,L 48-73 @ Houston Comets
1998,1998-06-30,Houston Comets,75,Utah Starzz,73,2.0,-2.0,1,0,80,156,L,W,L 73-75 vs. Houston Comets,W 75-73 @ Utah Starzz
